Year;Qtr;Risk Class;Type;Car-years of Exposure;Bodily Injury;Property Damage;Comprehensive;Collision;Personal Injury;Bodily Injury;Property Damage;Comprehensive;Collision;Personal Injury
2011;1;MML;Personal;25.012;578;2.716;7.068;3.752;878;7.738.473;7.701.767;3.893.237;11.350.615;1.517.958
2011;1;LMH;Personal;17.739;271;2.129;3.704;4.146;761;8.918.074;6.859.285;1.493.944;12.542.373;6.048.624
2011;1;SSL;Personal;13.514;458;1.277;2.802;2.031;442;5.247.742;3.445.715;2.371.980;5.093.913;916.233
2011;1;SSH;Personal;12.296;328;1.501;2.029;2.139;332;4.379.657;5.482.042;2.008.371;7.545.595;1.051.590
2011;1;MMH;Personal;21.620;856;2.815;2.945;5.117;1.070;9.337.740;7.923.634;3.672.530;12.452.065;2.489.599
2011;1;SYA;Personal;6.026;244;795;1.096;909;152;3.798.711;2.831.408;995.586;3.052.002;692.456
2011;1;LSH;Personal;11.135;471;1.700;2.031;3.190;611;8.252.985;4.858.344;2.455.055;9.764.453;3.029.345
2011;1;SYH;Personal;5.880;254;1.015;646;1.625;42;2.466.965;2.297.617;1.197.812;3.438.479;180.291
2011;1;MSH;Personal;15.840;741;2.495;2.837;3.279;428;9.885.665;6.522.230;2.646.157;8.331.988;1.914.552
2011;1;SMH;Personal;10.456;383;1.628;3.654;2.641;527;4.409.816;5.242.736;2.474.934;9.750.983;1.131.961
2011;2;SML;Personal;16.762;111;1.921;1.091;2.811;397;1.500.845;3.302.165;1.361.364;4.941.024;1.176.855
2011;2;LSL;Personal;4.765;21;419;781;618;91;512.921;1.231.407;973.112;1.846.259;459.353
2011;2;MYA;Personal;4.577;89;564;1.344;1.752;92;824.196;2.029.485;1.244.929;5.612.036;412.501
2011;2;SMA;Personal;18.005;103;1.637;5.234;2.452;362;1.637.912;6.715.592;4.251.759;7.852.612;1.693.062
2011;2;MSL;Personal;15.080;167;1.253;4.004;1.724;357;3.229.929;3.888.656;6.825.622;6.024.779;916.568
2011;2;LYL;Personal;3.443;69;305;543;402;116;1.307.918;959.826;636.940;1.191.321;562.672
2011;2;LSA;Personal;22.785;355;2.638;1.893;4.252;731;9.170.764;7.172.428;1.517.093;11.304.994;5.507.333
2011;2;LMA;Personal;27.595;828;2.583;4.148;5.489;2.277;11.442.260;6.815.289;3.530.103;16.742.621;10.284.292
2011;2;SYL;Personal;2.749;107;256;373;297;106;1.225.730;751.344;266.012;896.304;327.375
2011;2;MYL;Personal;2.784;94;286;506;347;90;1.267.148;889.738;305.102;1.138.442;349.589
2011;2;MYH;Personal;7.496;232;758;441;848;139;4.047.338;3.636.119;480.645;2.852.273;663.040
2011;2;LML;Personal;21.168;172;1.759;5.754;2.439;610;2.375.556;3.420.324;4.489.461;4.046.032;2.576.326
2011;2;MSA;Personal;22.731;341;2.366;3.437;4.944;859;6.465.782;7.473.280;3.718.662;15.608.079;3.061.499
2011;2;LYA;Personal;5.703;173;638;888;792;245;3.397.322;1.936.643;788.881;2.684.511;1.832.161
2011;2;MMA;Personal;37.496;1.069;3.915;7.503;5.636;1.294;13.569.892;12.444.807;9.282.811;19.136.188;11.903.047
2011;2;LYH;Personal;4.065;139;476;556;674;170;2.204.758;1.530.397;544.202;1.838.427;1.153.737
2011;2;SSA;Personal;7.654;234;882;703;1.904;912;4.262.202;1.804.793;539.221;5.668.328;4.695.936
2011;2;MML;Personal;25.108;618;2.531;7.193;3.013;866;8.629.793;7.924.842;3.463.948;9.499.227;1.438.924
2011;2;LMH;Personal;17.872;290;2.263;3.785;3.287;686;9.609.927;8.013.779;2.665.963;11.697.513;5.530.669
2011;2;SSL;Personal;13.577;497;1.413;3.690;1.792;452;5.509.676;4.308.346;2.918.110;5.798.039;956.369
2011;2;SSH;Personal;12.360;367;1.669;3.300;2.099;341;4.901.791;6.576.176;5.514.008;8.382.208;1.144.997
2011;2;MMH;Personal;21.860;918;3.115;3.633;4.407;971;10.230.519;9.270.676;3.541.549;11.239.453;2.308.144
2011;2;SYA;Personal;6.091;256;859;1.895;1.590;289;3.533.757;3.500.666;1.575.095;4.707.657;1.367.382
2011;2;LSH;Personal;11.333;493;1.958;2.577;2.581;670;7.666.203;6.407.858;2.849.676;8.018.193;3.448.226
2011;2;SYH;Personal;5.920;268;1.053;783;1.543;34;2.921.091;2.622.139;1.062.413;3.614.642;216.313
2011;2;MSH;Personal;16.083;815;2.688;3.344;3.151;304;10.373.467;8.046.830;2.853.364;10.345.292;1.413.695
2011;2;SMH;Personal;10.487;412;1.683;3.684;2.501;396;4.926.413;5.698.128;2.321.057;7.388.620;928.258
2011;3;SML;Personal;17.126;108;2.024;976;3.026;437;1.881.570;3.201.934;1.199.247;4.640.754;1.249.779
2011;3;LSL;Personal;4.827;22;376;1.364;695;75;418.342;1.146.810;1.995.752;1.751.457;447.303
2011;3;MYA;Personal;4.656;87;564;645;1.145;84;986.745;1.860.369;554.420;3.149.147;426.517
2011;3;SMA;Personal;18.380;105;1.671;943;3.171;232;2.059.260;6.284.463;710.579;9.803.243;1.228.567
2011;3;MSL;Personal;15.239;155;1.289;3.891;2.236;370;3.254.814;3.957.809;7.622.036;6.718.047;1.060.972
2011;3;LYL;Personal;3.540;72;316;530;503;115;1.420.662;996.733;526.848;1.657.085;574.240
2011;3;LSA;Personal;23.094;340;2.813;1.926;4.254;748;8.914.569;7.443.999;2.655.252;10.126.313;6.172.740
2011;3;LMA;Personal;28.064;834;2.526;3.216;5.043;505;14.195.018;6.109.209;2.539.527;14.503.191;2.587.876
2011;3;SYL;Personal;2.794;99;274;390;328;140;1.217.444;775.499;300.057;899.217;516.891
2011;3;MYL;Personal;2.824;92;291;589;396;75;1.288.299;868.357;349.971;1.142.243;312.406
2011;3;MYH;Personal;7.737;234;852;1.541;1.722;490;5.046.760;3.746.287;1.559.228;4.973.678;2.640.889
2011;3;LML;Personal;21.764;163;1.802;6.634;3.010;718;2.401.430;3.486.301;8.195.572;5.245.273;3.382.101
2011;3;MSA;Personal;22.913;323;2.482;3.190;4.523;784;6.750.264;7.752.156;3.483.767;12.506.020;2.904.794
2011;3;LYA;Personal;5.765;170;647;920;875;194;3.382.025;1.937.677;776.354;2.685.157;1.491.687
2011;3;MMA;Personal;38.389;1.048;3.985;7.624;6.046;1.324;14.231.136;12.477.547;7.617.258;18.407.719;12.521.924
2011;3;LYH;Personal;4.119;132;462;403;709;208;2.243.900;1.483.572;420.112;1.879.805;1.601.010
2011;3;SSA;Personal;7.867;238;871;1.090;1.114;706;5.345.348;1.633.899;776.221;3.440.583;4.121.812
2011;3;MML;Personal;25.694;601;2.436;8.202;3.854;732;8.551.472;7.431.565;4.093.100;11.776.119;1.645.114
2011;3;LMH;Personal;18.145;267;2.373;6.320;4.115;860;9.066.149;8.210.704;5.321.971;13.746.830;7.307.633
2011;3;SSL;Personal;13.960;486;1.487;2.818;2.383;415;5.820.380;4.442.066;2.064.001;6.523.703;967.802
2011;3;SSH;Personal;12.756;360;1.760;2.755;2.307;333;4.862.173;6.896.161;2.680.782;9.257.767;1.144.032
2011;3;MMH;Personal;22.089;921;3.234;3.936;4.619;1.100;10.498.288;9.548.974;3.498.930;12.472.824;3.140.546
2011;3;SYA;Personal;6.235;256;911;1.569;1.541;112;4.360.862;3.403.554;1.210.151;4.711.771;603.150
2011;3;LSH;Personal;11.547;495;2.078;3.835;3.423;866;9.490.633;6.234.198;3.933.753;10.479.153;5.056.678
2011;3;SYH;Personal;6.037;257;1.110;904;2.171;54;2.620.268;2.809.906;1.127.122;4.996.652;329.746
2011;3;MSH;Personal;16.247;785;2.783;6.736;5.283;1.565;12.299.898;7.638.331;5.332.388;14.890.692;8.252.628
2011;3;SMH;Personal;10.677;407;1.742;3.469;3.168;394;4.946.514;5.975.308;2.189.478;10.801.724;1.018.927
2011;4;SML;Personal;17.391;130;2.024;1.127;2.916;501;2.048.502;3.178.845;1.706.842;4.671.886;1.408.504
2011;4;LSL;Personal;4.820;17;386;1.034;541;93;457.426;1.108.392;1.520.898;1.652.443;507.802
2011;4;MYA;Personal;4.718;88;600;270;1.407;101;936.110;1.931.367;264.211;4.128.504;447.111
2011;4;SMA;Personal;18.679;112;1.748;2.695;2.174;319;2.065.316;6.419.481;2.310.541;6.761.023;1.482.374
2011;4;MSL;Personal;15.477;158;1.416;2.628;1.806;423;3.233.584;4.395.372;4.240.092;5.980.485;1.137.567
2011;4;LYL;Personal;3.617;76;334;670;450;138;1.530.795;1.007.285;1.033.887;1.545.538;714.403
2011;4;LSA;Personal;23.565;346;2.792;2.347;4.114;855;8.703.033;7.128.827;4.127.352;9.992.367;6.951.637
2011;4;LMA;Personal;28.588;832;2.770;8.285;5.669;600;13.267.962;6.540.755;7.440.935;16.548.108;2.689.752
2011;4;SYL;Personal;2.837;111;310;424;335;141;1.288.665;828.936;401.952;1.018.085;501.343
2011;4;MYL;Personal;2.881;96;323;578;398;92;1.390.991;923.896;421.554;1.251.823;402.107
2011;4;MYH;Personal;7.931;240;871;454;1.830;195;4.845.280;3.738.771;522.979;5.638.800;920.392
2011;4;LML;Personal;21.801;164;1.923;6.501;2.505;732;2.378.539;3.541.242;7.018.242;4.879.653;3.264.050
2011;4;MSA;Personal;22.718;341;2.522;4.335;4.171;913;7.040.146;7.600.142;6.999.372;12.367.992;3.467.076
2011;4;LYA;Personal;5.840;173;680;888;873;256;3.302.626;1.935.715;769.730;2.676.713;1.931.193
2011;4;MMA;Personal;39.102;1.079;4.329;7.437;6.264;1.548;14.834.623;13.033.639;8.872.380;20.001.150;14.742.936
2011;4;LYH;Personal;4.185;146;508;930;668;232;2.495.006;1.516.496;1.280.406;1.848.183;1.617.194
2011;4;SSA;Personal;8.037;243;943;2.324;2.184;142;5.112.173;1.726.769;1.882.155;7.168.982;726.663
2011;4;MML;Personal;26.162;636;2.880;7.841;3.132;871;9.272.764;8.628.378;4.794.118;10.177.377;1.758.453
2011;4;LMH;Personal;18.455;277;2.425;3.981;3.560;897;9.618.589;8.211.200;4.081.378;12.062.872;7.621.074
2011;4;SSL;Personal;14.267;505;1.524;4.066;1.939;514;6.239.785;4.335.095;3.929.320;5.432.744;1.059.136
2011;4;SSH;Personal;13.074;373;1.840;2.934;2.118;388;5.080.553;6.838.941;3.152.792;8.804.352;1.405.613
2011;4;MMH;Personal;22.722;961;3.361;4.431;4.792;1.288;11.211.347;9.708.255;5.901.330;13.186.647;3.376.505
2011;4;SYA;Personal;6.320;258;946;918;1.674;662;4.111.074;3.451.134;804.979;5.462.223;3.108.983
2011;4;LSH;Personal;11.832;522;2.066;2.857;2.243;1.590;8.528.713;6.048.738;3.334.100;7.330.111;8.120.361
2011;4;SYH;Personal;6.191;288;1.112;927;1.605;52;3.224.867;2.667.475;1.483.675;3.784.484;286.908
2011;4;MSH;Personal;16.526;798;2.925;6.093;3.064;397;10.918.986;7.836.714;5.486.514;9.215.323;1.829.668
2011;4;SMH;Personal;10.828;387;1.800;3.291;2.420;413;4.828.686;5.996.919;2.367.657;8.457.260;978.968
2012;1;SML;Personal;17.740;112;2.033;921;3.198;447;1.368.338;3.090.382;1.314.619;4.848.784;1.279.787
2012;1;LSL;Personal;4.847;22;464;538;788;95;409.484;1.293.298;607.355;2.515.966;479.397
2012;1;MYA;Personal;4.753;87;572;446;994;145;909.124;1.786.401;428.333;2.562.628;691.726
2012;1;SMA;Personal;19.005;108;1.619;1.904;2.777;1.328;1.956.894;5.772.623;1.602.928;8.051.004;6.590.105
2012;1;MSL;Personal;15.686;165;1.318;1.534;2.179;419;3.318.303;3.735.463;1.919.024;6.317.540;1.031.880
2012;1;LYL;Personal;3.702;72;322;463;519;134;1.319.278;910.751;524.715;1.831.595;697.985
2012;1;LSA;Personal;23.970;324;2.704;2.035;4.653;726;7.832.129;6.658.434;1.584.787;10.804.884;6.193.111
2012;1;LMA;Personal;29.037;802;2.631;3.101;4.382;775;11.733.367;6.030.840;2.735.019;12.999.950;3.713.969
2012;1;SYL;Personal;2.861;100;274;321;374;118;1.080.037;737.626;239.147;1.002.345;423.674
2012;1;MYL;Personal;2.921;92;303;499;433;107;1.292.306;883.302;320.272;1.207.325;450.747
2012;1;MYH;Personal;8.098;236;823;1.176;1.448;192;4.659.701;3.432.767;1.328.804;3.921.424;967.779
2012;1;LML;Personal;22.427;161;2.059;3.970;3.519;659;2.342.610;3.631.179;3.342.408;6.825.010;2.828.117
2012;1;MSA;Personal;23.406;330;2.479;2.935;4.859;983;5.954.958;7.297.491;3.466.441;14.692.813;3.476.682
2012;1;LYA;Personal;5.905;159;640;781;912;294;3.009.662;1.760.650;591.751;2.423.293;2.172.704
2012;1;MMA;Personal;39.713;1.037;4.170;6.219;7.029;1.525;13.212.398;12.525.546;6.289.480;22.961.394;13.744.746
2012;1;LYH;Personal;4.253;133;493;519;851;197;2.113.938;1.438.493;614.160;2.250.245;1.258.916
2012;1;SSA;Personal;8.183;241;894;1.672;1.731;724;4.952.237;1.589.160;1.329.317;5.860.844;3.955.581
2012;1;MML;Personal;26.749;602;3.057;6.067;4.446;995;8.880.119;8.625.828;3.167.516;13.508.526;1.895.704
2012;1;LMH;Personal;18.604;279;2.372;3.723;4.264;770;9.174.970;7.605.645;1.423.390;13.418.162;6.327.342
2012;1;SSL;Personal;14.531;480;1.469;3.152;2.145;497;5.515.933;3.943.790;2.529.507;5.593.831;1.135.163
2012;1;SSH;Personal;13.349;344;1.742;2.211;2.451;372;4.613.511;6.329.010;2.074.471;8.990.103;1.299.858
2012;1;MMH;Personal;23.251;893;3.202;3.111;5.329;1.151;9.778.244;8.967.465;3.677.940;13.486.780;2.719.878
2012;1;SYA;Personal;6.502;256;911;1.114;1.334;176;3.993.935;3.226.309;959.428;4.492.105;881.776
2012;1;LSH;Personal;12.077;496;2.150;1.192;3.728;1.225;8.537.030;6.110.834;1.365.736;10.704.706;6.685.337
2012;1;SYH;Personal;6.357;267;1.077;704;1.821;44;2.604.208;2.426.438;1.237.639;4.009.285;249.698
2012;1;MSH;Personal;16.914;766;2.811;2.887;2.654;446;11.029.814;7.312.326;2.552.938;7.916.431;2.201.959
2012;1;SMH;Personal;11.003;389;1.842;3.647;3.476;591;4.507.519;5.902.029;2.341.680;10.744.039;1.398.275
2012;2;SML;Personal;18.225;115;2.182;1.301;3.182;405;1.582.684;3.444.560;1.535.157;5.627.129;1.341.936
2012;2;LSL;Personal;4.971;22;456;814;722;89;544.942;1.325.988;959.908;2.170.566;503.335
2012;2;MYA;Personal;4.841;92;622;1.550;1.018;90;859.688;2.209.222;1.357.146;3.280.722;452.058
2012;2;SMA;Personal;19.268;104;1.827;5.913;2.752;335;1.686.735;7.407.348;4.542.247;9.420.709;1.756.472
2012;2;MSL;Personal;15.946;167;1.378;5.731;1.985;359;3.281.442;4.225.225;12.489.885;6.980.872;1.030.352
2012;2;LYL;Personal;3.772;74;347;638;510;119;1.412.162;1.081.540;707.658;1.574.934;634.289
2012;2;LSA;Personal;24.500;368;2.955;2.190;4.234;742;9.081.356;7.938.067;1.659.481;11.324.319;6.258.946
2012;2;LMA;Personal;29.857;869;2.911;4.595;6.154;1.854;12.200.773;7.591.577;3.698.120;20.740.143;9.379.287
2012;2;SYL;Personal;2.901;107;280;421;338;110;1.242.027;813.706;284.222;1.025.375;377.674
2012;2;MYL;Personal;2.965;98;317;539;387;87;1.335.108;975.007;307.246;1.275.888;378.690
2012;2;MYH;Personal;8.317;247;878;519;991;152;4.385.350;4.165.122;535.183;3.353.168;810.276
2012;2;LML;Personal;23.189;181;2.011;6.310;2.964;654;2.545.443;3.863.427;4.655.434;5.149.566;3.094.183
2012;2;MSA;Personal;23.700;341;2.574;3.889;3.989;839;6.576.994;8.033.785;3.978.846;11.171.065;3.347.690
2012;2;LYA;Personal;5.988;174;699;952;902;232;3.307.972;2.026.312;799.921;3.074.779;1.943.534
2012;2;MMA;Personal;40.511;1.118;4.400;8.252;6.320;1.325;14.423.879;13.822.217;9.653.626;19.691.362;12.588.990
2012;2;LYH;Personal;4.327;143;526;593;808;177;2.155.747;1.671.868;549.035;2.539.489;1.345.244
2012;2;SSA;Personal;8.375;249;1.007;663;2.211;824;4.599.358;2.037.971;481.318;6.429.504;4.752.824
2012;2;MML;Personal;27.179;636;2.846;7.966;3.702;864;9.027.744;8.805.918;3.627.143;12.113.093;1.607.857
2012;2;LMH;Personal;19.068;303;2.517;4.113;3.672;715;10.225.859;8.809.799;2.738.999;13.148.446;6.051.684
2012;2;SSL;Personal;14.876;522;1.616;4.392;2.057;464;5.883.022;4.867.350;3.283.583;6.696.185;1.099.420
2012;2;SSH;Personal;13.709;391;1.929;3.858;2.427;354;5.300.948;7.512.812;6.094.770;10.921.479;1.328.942
2012;2;MMH;Personal;23.701;967;3.512;4.088;4.963;1.010;10.946.803;10.331.128;3.768.378;14.730.482;2.914.684
2012;2;SYA;Personal;6.665;270;978;2.083;1.796;292;3.788.584;3.939.072;1.637.568;5.176.283;1.548.214
2012;2;LSH;Personal;12.400;517;2.239;2.898;3.151;670;8.168.932;7.241.426;3.029.740;11.306.035;3.860.366
2012;2;SYH;Personal;6.576;290;1.219;919;1.864;38;3.010.809;2.999.620;1.178.916;4.582.060;237.384
2012;2;MSH;Personal;17.076;825;2.966;3.601;3.945;312;10.660.152;8.776.956;2.905.865;12.161.877;1.627.471
2012;2;SMH;Personal;11.124;420;1.862;4.332;2.893;387;5.105.288;6.230.490;2.580.421;10.693.797;1.015.190
2012;3;SML;Personal;18.738;118;2.209;1.040;3.727;512;2.214.798;3.529.740;1.338.980;6.253.779;1.613.566
2012;3;LSL;Personal;5.028;23;391;1.385;635;84;691.678;1.157.973;2.123.367;1.625.537;549.922
2012;3;MYA;Personal;4.914;93;603;662;1.051;99;1.064.525;1.934.438;596.105;2.935.988;554.006
2012;3;SMA;Personal;19.479;111;1.771;1.514;3.494;1.496;2.198.925;6.481.314;1.195.515;10.976.085;8.746.587
2012;3;MSL;Personal;16.225;165;1.387;4.021;2.156;414;3.326.706;4.144.439;8.255.655;6.582.433;1.306.283
2012;3;LYL;Personal;3.844;80;346;559;533;133;1.575.133;1.060.562;582.841;1.781.738;733.802
2012;3;LSA;Personal;25.059;368;3.067;2.030;4.864;850;9.328.372;7.899.475;2.932.945;11.762.587;7.411.486
2012;3;LMA;Personal;30.242;907;2.749;3.375;5.262;608;15.563.131;6.470.993;2.793.133;15.373.196;3.432.157
2012;3;SYL;Personal;2.942;105;292;399;389;146;1.300.824;804.421;321.953;1.084.805;592.425
2012;3;MYL;Personal;3.020;99;315;613;440;92;1.398.800;914.069;382.161;1.289.045;426.321
2012;3;MYH;Personal;8.551;262;941;1.652;1.803;195;5.675.371;4.029.331;1.751.847;5.290.909;1.158.996
2012;3;LML;Personal;23.758;178;1.967;8.902;2.908;770;2.881.292;3.703.561;11.527.430;5.148.143;3.994.610
2012;3;MSA;Personal;24.008;339;2.600;3.248;4.631;886;7.123.101;7.904.737;3.718.598;13.152.396;3.566.891
2012;3;LYA;Personal;6.076;180;682;944;975;239;3.392.195;1.987.339;835.015;3.039.813;1.945.469
2012;3;MMA;Personal;41.352;1.141;4.354;8.002;6.637;1.501;15.609.241;13.269.181;8.379.074;20.526.852;16.964.110
2012;3;LYH;Personal;4.394;142;546;676;776;219;2.434.894;1.704.382;739.242;2.090.596;1.859.570
2012;3;SSA;Personal;8.577;263;947;1.158;1.137;329;5.927.757;1.729.149;864.032;3.557.890;2.120.704
2012;3;MML;Personal;27.637;647;2.653;8.590;3.574;871;9.263.036;7.877.358;4.493.027;11.092.287;2.155.077
2012;3;LMH;Personal;19.316;284;2.544;4.591;4.178;898;9.721.285;8.564.110;4.051.801;14.177.986;8.051.967
2012;3;SSL;Personal;15.242;535;1.628;3.823;2.478;489;6.455.453;4.733.682;2.934.152;6.892.858;1.366.757
2012;3;SSH;Personal;14.022;400;1.943;2.945;2.646;395;5.491.335;7.409.323;3.002.982;10.784.535;1.469.164
2012;3;MMH;Personal;24.253;1.019;3.594;4.205;5.806;1.244;11.694.435;10.328.387;3.918.017;15.927.761;3.540.998
2012;3;SYA;Personal;6.836;283;1.007;1.678;1.645;137;4.853.223;3.662.028;1.355.987;5.108.343;813.886
2012;3;LSH;Personal;12.741;550;2.286;4.121;3.322;1.468;10.623.769;6.672.215;4.430.449;10.331.629;9.444.581
2012;3;SYH;Personal;6.692;287;1.241;974;2.186;58;2.946.659;3.056.316;1.272.879;5.111.035;366.324
2012;3;MSH;Personal;17.404;846;3.018;6.213;3.890;1.676;13.354.711;8.060.560;5.155.278;11.136.850;9.742.625
2012;3;SMH;Personal;11.299;434;1.847;3.576;3.034;464;5.732.679;6.165.454;2.365.809;10.509.168;1.323.628
2012;4;SML;Personal;18.942;136;2.137;1.142;3.324;506;2.143.497;3.506.728;1.849.102;4.895.364;1.461.933
2012;4;LSL;Personal;5.009;18;388;1.037;568;90;368.287;1.120.610;1.630.496;1.647.906;508.535
2012;4;MYA;Personal;4.937;89;604;264;1.496;96;949.241;1.957.798;275.388;4.034.906;440.373
2012;4;SMA;Personal;19.679;112;1.783;2.680;2.391;295;2.067.903;6.589.937;2.455.825;7.252.587;1.407.522
2012;4;MSL;Personal;16.283;161;1.431;2.560;1.944;415;3.303.650;4.471.360;4.414.065;5.917.267;1.149.135
2012;4;LYL;Personal;3.904;80;348;677;598;138;1.606.102;1.055.605;1.117.339;1.886.655;736.557
2012;4;LSA;Personal;24.875;351;2.843;2.321;4.537;843;9.086.806;7.306.780;4.362.401;10.129.376;7.043.693
2012;4;LMA;Personal;30.320;855;2.829;8.396;4.439;582;13.653.475;6.723.615;8.059.615;13.010.906;2.680.919
2012;4;SYL;Personal;2.929;110;307;410;356;140;1.270.828;828.031;415.875;993.314;509.701
2012;4;MYL;Personal;3.016;98;326;585;427;87;1.419.165;937.282;455.501;1.233.623;391.830
2012;4;MYH;Personal;8.474;247;900;447;2.034;201;4.485.490;3.889.463;550.387;5.761.770;973.198
2012;4;LML;Personal;23.571;170;2.008;6.781;2.751;757;2.698.889;3.723.096;7.825.236;4.925.850;3.465.343
2012;4;MSA;Personal;23.600;340;2.535;4.198;4.552;878;7.028.692;7.689.703;7.246.584;12.239.756;3.516.299
2012;4;LYA;Personal;6.047;172;680;880;905;240;3.630.523;1.950.176;814.963;2.551.727;1.858.998
2012;4;MMA;Personal;41.076;1.097;4.375;7.480;6.901;1.516;15.094.050;13.259.396;9.538.124;20.254.842;14.834.696
2012;4;LYH;Personal;4.369;147;510;684;704;232;2.297.267;1.530.352;1.006.161;1.790.100;1.660.274
2012;4;SSA;Personal;8.511;250;968;2.375;2.398;133;5.259.859;1.784.189;2.055.283;7.936.205;696.930
2012;4;MML;Personal;27.456;642;2.908;7.866;3.303;840;10.090.111;8.768.020;5.140.942;9.867.904;1.742.996
2012;4;LMH;Personal;19.313;284;2.445;3.992;3.888;898;9.879.076;8.333.499;5.099.968;12.109.167;7.843.323
2012;4;SSL;Personal;15.122;517;1.561;4.019;2.141;504;6.398.293;4.469.751;4.151.799;5.515.475;1.067.298
2012;4;SSH;Personal;13.966;385;1.894;2.958;2.309;385;5.492.526;7.087.131;3.397.615;8.821.475;1.433.864
2012;4;MMH;Personal;24.200;995;3.441;4.479;5.343;1.292;11.616.192;10.007.250;6.376.731;13.516.046;3.481.200
2012;4;SYA;Personal;6.780;269;978;948;1.343;653;4.286.057;3.592.293;888.648;4.430.188;3.153.065
2012;4;LSH;Personal;12.629;538;2.137;2.910;2.425;1.553;9.667.090;6.298.127;3.628.849;7.282.757;8.152.759
2012;4;SYH;Personal;6.635;301;1.149;936;1.764;54;3.672.778;2.772.383;1.601.192;3.824.010;338.396
2012;4;MSH;Personal;17.483;813;2.974;6.184;4.825;399;11.949.936;8.020.525;5.951.722;13.341.355;1.889.971
2012;4;SMH;Personal;11.242;388;1.804;3.285;2.573;395;4.851.076;6.052.707;2.526.430;8.267.277;962.557
2013;1;SML;Personal;19.043;126;2.257;1.000;3.262;526;1.568.057;3.563.875;1.398.306;5.461.978;1.669.698
2013;1;LSL;Personal;5.053;24;500;561;847;108;462.438;1.448.687;620.292;2.519.710;618.016
2013;1;MYA;Personal;4.947;95;610;469;1.180;165;1.010.778;1.980.050;440.874;3.360.341;869.561
2013;1;SMA;Personal;19.777;119;1.738;1.994;2.937;706;2.183.319;6.438.751;1.643.703;9.405.809;3.886.562
2013;1;MSL;Personal;16.351;181;1.408;1.614;2.330;476;3.723.991;4.146.962;1.977.461;7.462.518;1.301.272
2013;1;LYL;Personal;3.977;81;355;501;564;158;1.507.509;1.044.551;556.061;1.889.958;907.679
2013;1;LSA;Personal;25.313;357;2.939;2.164;4.989;835;8.797.205;7.519.205;1.650.876;12.797.396;6.989.668
2013;1;LMA;Personal;30.523;879;2.839;3.269;4.670;888;14.000.050;6.760.931;2.823.958;13.910.516;4.721.210
2013;1;SYL;Personal;2.961;110;291;335;396;134;1.217.415;812.982;244.359;1.172.126;532.392
2013;1;MYL;Personal;3.046;100;324;519;459;122;1.424.179;981.684;326.475;1.412.405;568.281
2013;1;MYH;Personal;8.657;265;909;1.272;1.574;226;4.857.671;3.936.350;1.408.486;4.707.765;1.264.291
2013;1;LML;Personal;24.016;180;2.277;4.244;3.876;771;2.460.489;4.171.795;3.499.848;7.443.144;3.669.406
2013;1;MSA;Personal;24.147;362;2.637;3.050;5.078;1.108;6.655.956;8.223.858;3.528.023;14.459.528;4.349.804
2013;1;LYA;Personal;6.116;174;683;811;967;332;3.350.104;1.952.168;601.641;2.836.757;2.723.332
2013;1;MMA;Personal;41.734;1.139;4.482;6.535;7.487;1.753;14.788.624;13.791.449;6.473.981;23.705.604;17.530.647
2013;1;LYH;Personal;4.429;146;525;541;914;225;2.460.019;1.592.661;626.545;2.669.821;1.596.020
2013;1;SSA;Personal;8.669;265;978;1.768;1.867;437;5.562.659;1.806.778;1.377.416;6.299.777;2.648.293
2013;1;MML;Personal;27.887;669;3.263;6.333;4.794;1.129;10.056.921;9.563.808;3.238.852;15.558.898;2.387.475
2013;1;LMH;Personal;19.598;306;2.563;3.927;4.562;888;9.833.923;8.539.454;2.649.084;15.856.982;7.284.564
